-----------------------------------
数据大于1M,已自动保存: /Serial_Assistant_Cfg/Auto_Save/2024-07-04_19-05-40.txt
-----------------------------------
[19:05:40.912] {A=-19.602,B=-9.60195,C=0.398049,D=10.398,E=20.398,F=30.398,G=40.398,H=50.398,I=60.398,J=70.398}
[19:06:57.927] {A=85.2746,B=95.2746,C=105.275,D=115.275,E=125.275,F=135.275,G=145.275,H=155.275,I=165.275,J=175.275}
[19:06:57.933] {A=88.3846,B=98.3846,C=108.385,D=118.385,E=128.385,F=138.385,G=148.385,H=158.385,I=168.385,J=178.385}
[19:06:57.949] {A=91.1461,B=101.146,C=111.146,D=121.146,E=131.146,F=141.146,G=151.146,H=161.146,I=171.146,J=181.146}
[19:06:57.957] {A=93.5482,B=103.548,C=113.548,D=123.548,E=133.548,F=143.548,G=153.548,H=163.548,I=173.548,J=183.548}
[19:06:57.965] {A=95.5815,B=105.582,C=115.582,D=125.582,E=135.582,F=145.582,G=155.582,H=165.582,I=175.582,J=185.582}
[19:06:57.985] {A=97.238,B=107.238,C=117.238,D=127.238,E=137.238,F=147.238,G=157.238,H=167.238,I=177.238,J=187.238}
[19:06:57.988] {A=98.5111,B=108.511,C=118.511,D=128.511,E=138.511,F=148.511,G=158.511,H=168.511,I=178.511,J=188.511}
[19:06:57.993] {A=99.3959,B=109.396,C=119.396,D=129.396,E=139.396,F=149.396,G=159.396,H=169.396,I=179.396,J=189.396}
[19:06:58.013] {A=99.8887,B=109.889,C=119.889,D=129.889,E=139.889,F=149.889,G=159.889,H=169.889,I=179.889,J=189.889}
[19:06:58.020] {A=99.9878,B=109.988,C=119.988,D=129.988,E=139.988,F=149.988,G=159.988,H=169.988,I=179.988,J=189.988}
[19:06:58.028] {A=99.6926,B=109.693,C=119.693,D=129.693,E=139.693,F=149.693,G=159.693,H=169.693,I=179.693,J=189.693}
[19:06:58.041] {A=99.0044,B=109.004,C=119.004,D=129.004,E=139.004,F=149.004,G=159.004,H=169.004,I=179.004,J=189.004}
[19:06:58.052] {A=97.9259,B=107.926,C=117.926,D=127.926,E=137.926,F=147.926,G=157.926,H=167.926,I=177.926,J=187.926}
[19:06:58.066] {A=96.4613,B=106.461,C=116.461,D=126.461,E=136.461,F=146.461,G=156.461,H=166.461,I=176.461,J=186.461}
[19:06:58.071] {A=94.6164,B=104.616,C=114.616,D=124.616,E=134.616,F=144.616,G=154.616,H=164.616,I=174.616,J=184.616}
[19:06:58.080] {A=92.3985,B=102.398,C=112.398,D=122.398,E=132.398,F=142.398,G=152.398,H=162.398,I=172.398,J=182.398}
[19:06:58.087] {A=89.8162,B=99.8162,C=109.816,D=119.816,E=129.816,F=139.816,G=149.816,H=159.816,I=169.816,J=179.816}
[19:06:58.103] {A=86.8799,B=96.8799,C=106.88,D=116.88,E=126.88,F=136.88,G=146.88,H=156.88,I=166.88,J=176.88}
[19:06:58.106] {A=83.601,B=93.601,C=103.601,D=113.601,E=123.601,F=133.601,G=143.601,H=153.601,I=163.601,J=173.601}
[19:06:58.117] {A=79.9926,B=89.9926,C=99.9926,D=109.993,E=119.993,F=129.993,G=139.993,H=149.993,I=159.993,J=169.993}
[19:06:58.123] {A=76.0688,B=86.0688,C=96.0688,D=106.069,E=116.069,F=126.069,G=136.069,H=146.069,I=156.069,J=166.069}
[19:06:58.139] {A=71.845,B=81.845,C=91.845,D=101.845,E=111.845,F=121.845,G=131.845,H=141.845,I=151.845,J=161.845}
[19:06:58.146] {A=67.338,B=77.338,C=87.338,D=97.338,E=107.338,F=117.338,G=127.338,H=137.338,I=147.338,J=157.338}
[19:06:58.154] {A=62.5656,B=72.5656,C=82.5656,D=92.5656,E=102.566,F=112.566,G=122.566,H=132.566,I=142.566,J=152.566}
[19:06:58.168] {A=57.5464,B=67.5464,C=77.5464,D=87.5464,E=97.5464,F=107.546,G=117.546,H=127.546,I=137.546,J=147.546}
[19:06:58.181] {A=52.3004,B=62.3004,C=72.3004,D=82.3004,E=92.3004,F=102.3,G=112.3,H=122.3,I=132.3,J=142.3}
[19:06:58.194] {A=46.8482,B=56.8482,C=66.8482,D=76.8482,E=86.8482,F=96.8482,G=106.848,H=116.848,I=126.848,J=136.848}
[19:06:58.196] {A=41.2113,B=51.2113,C=61.2113,D=71.2113,E=81.2113,F=91.2113,G=101.211,H=111.211,I=121.211,J=131.211}
[19:06:58.206] {A=35.4119,B=45.4119,C=55.4119,D=65.4119,E=75.4119,F=85.4119,G=95.4119,H=105.412,I=115.412,J=125.412}
[19:06:58.214] {A=29.4729,B=39.4729,C=49.4729,D=59.4729,E=69.4729,F=79.4729,G=89.4729,H=99.4729,I=109.473,J=119.473}
[19:06:58.231] {A=23.4177,B=33.4177,C=43.4177,D=53.4177,E=63.4177,F=73.4177,G=83.4177,H=93.4177,I=103.418,J=113.418}
[19:06:58.238] {A=17.2701,B=27.2701,C=37.2701,D=47.2701,E=57.2701,F=67.2701,G=77.2701,H=87.2701,I=97.2701,J=107.27}
[19:06:58.248] {A=11.0545,B=21.0545,C=31.0545,D=41.0545,E=51.0545,F=61.0545,G=71.0545,H=81.0545,I=91.0545,J=101.055}
[19:06:58.261] {A=4.79532,B=14.7953,C=24.7953,D=34.7953,E=44.7953,F=54.7953,G=64.7953,H=74.7953,I=84.7953,J=94.7953}
[19:06:58.272] {A=-1.48278,B=8.51722,C=18.5172,D=28.5172,E=38.5172,F=48.5172,G=58.5172,H=68.5172,I=78.5172,J=88.5172}
[19:06:58.287] {A=-7.75504,B=2.24496,C=12.245,D=22.245,E=32.245,F=42.245,G=52.245,H=62.245,I=72.245,J=82.245}
[19:06:58.290] {A=-13.9967,B=-3.99673,C=6.00327,D=16.0033,E=26.0033,F=36.0033,G=46.0033,H=56.0033,I=66.0033,J=76.0033}
[19:06:58.304] {A=-20.1832,B=-10.1832,C=-0.183231,D=9.81677,E=19.8168,F=29.8168,G=39.8168,H=49.8168,I=59.8168,J=69.8168}
[19:06:58.306] {A=-26.2902,B=-16.2902,C=-6.29016,D=3.70984,E=13.7098,F=23.7098,G=33.7098,H=43.7098,I=53.7098,J=63.7098}
[19:06:58.313] {A=-32.2934,B=-22.2934,C=-12.2934,D=-2.29344,E=7.70656,F=17.7066,G=27.7066,H=37.7066,I=47.7066,J=57.7066}
[19:06:58.324] {A=-38.1694,B=-28.1694,C=-18.1694,D=-8.1694,E=1.8306,F=11.8306,G=21.8306,H=31.8306,I=41.8306,J=51.8306}
[19:06:58.337] {A=-43.8949,B=-33.8949,C=-23.8949,D=-13.8949,E=-3.89488,F=6.10512,G=16.1051,H=26.1051,I=36.1051,J=46.1051}
[19:06:58.354] {A=-49.4473,B=-39.4473,C=-29.4473,D=-19.4473,E=-9.4473,F=0.552704,G=10.5527,H=20.5527,I=30.5527,J=40.5527}
[19:06:58.357] {A=-54.8048,B=-44.8048,C=-34.8048,D=-24.8048,E=-14.8048,F=-4.80477,G=5.19523,H=15.1952,I=25.1952,J=35.1952}
[19:06:58.363] {A=-59.9462,B=-49.9462,C=-39.9462,D=-29.9462,E=-19.9462,F=-9.94617,G=0.0538328,H=10.0538,I=20.0538,J=30.0538}
[19:06:58.373] {A=-64.8512,B=-54.8512,C=-44.8512,D=-34.8512,E=-24.8512,F=-14.8512,G=-4.85123,H=5.14877,I=15.1488,J=25.1488}
[19:06:58.389] {A=-69.5006,B=-59.5006,C=-49.5006,D=-39.5006,E=-29.5006,F=-19.5006,G=-9.50061,H=0.499391,I=10.4994,J=20.4994}
[19:06:58.396] {A=-73.876,B=-63.876,C=-53.876,D=-43.876,E=-33.876,F=-23.876,G=-13.876,H=-3.87598,I=6.12402,J=16.124}
[19:06:58.406] {A=-77.9601,B=-67.9601,C=-57.9601,D=-47.9601,E=-37.9601,F=-27.9601,G=-17.9601,H=-7.96009,I=2.03991,J=12.0399}
[19:06:58.422] {A=-81.7368,B=-71.7368,C=-61.7368,D=-51.7368,E=-41.7368,F=-31.7368,G=-21.7368,H=-11.7368,I=-1.73685,J=8.26315}
[19:06:58.438] {A=-85.1913,B=-75.1913,C=-65.1913,D=-55.1913,E=-45.1913,F=-35.1913,G=-25.1913,H=-15.1913,I=-5.19135,J=4.80865}
[19:06:58.441] {A=-88.31,B=-78.31,C=-68.31,D=-58.31,E=-48.31,F=-38.31,G=-28.31,H=-18.31,I=-8.30998,J=1.69002}
[19:06:58.448] {A=-91.0804,B=-81.0804,C=-71.0804,D=-61.0804,E=-51.0804,F=-41.0804,G=-31.0804,H=-21.0804,I=-11.0804,J=-1.08044}
[19:06:58.459] {A=-93.4918,B=-83.4918,C=-73.4918,D=-63.4918,E=-53.4918,F=-43.4918,G=-33.4918,H=-23.4918,I=-13.4918,J=-3.49182}
[19:06:58.471] {A=-95.5346,B=-85.5346,C=-75.5346,D=-65.5346,E=-55.5346,F=-45.5346,G=-35.5346,H=-25.5346,I=-15.5346,J=-5.5346}
[19:06:58.483] {A=-97.2007,B=-87.2007,C=-77.2007,D=-67.2007,E=-57.2007,F=-47.2007,G=-37.2007,H=-27.2007,I=-17.2007,J=-7.20073}
[19:06:58.493] {A=-98.4836,B=-88.4836,C=-78.4836,D=-68.4836,E=-58.4836,F=-48.4836,G=-38.4836,H=-28.4836,I=-18.4836,J=-8.48364}
[19:06:58.504] {A=-99.3783,B=-89.3783,C=-79.3783,D=-69.3783,E=-59.3783,F=-49.3783,G=-39.3783,H=-29.3783,I=-19.3783,J=-9.37827}
[19:06:58.515] {A=-99.8811,B=-89.8811,C=-79.8811,D=-69.8811,E=-59.8811,F=-49.8811,G=-39.8811,H=-29.8811,I=-19.8811,J=-9.88111}
[19:06:58.524] {A=-99.9902,B=-89.9902,C=-79.9902,D=-69.9902,E=-59.9902,F=-49.9902,G=-39.9902,H=-29.9902,I=-19.9902,J=-9.99016}
[19:06:58.533] {A=-99.705,B=-89.705,C=-79.705,D=-69.705,E=-59.705,F=-49.705,G=-39.705,H=-29.705,I=-19.705,J=-9.70499}
[19:06:58.544] {A=-99.0267,B=-89.0267,C=-79.0267,D=-69.0267,E=-59.0267,F=-49.0267,G=-39.0267,H=-29.0267,I=-19.0267,J=-9.02673}
[19:06:58.554] {A=-97.9581,B=-87.9581,C=-77.9581,D=-67.9581,E=-57.9581,F=-47.9581,G=-37.9581,H=-27.9581,I=-17.9581,J=-7.95805}
[19:06:58.564] {A=-96.5032,B=-86.5032,C=-76.5032,D=-66.5032,E=-56.5032,F=-46.5032,G=-36.5032,H=-26.5032,I=-16.5032,J=-6.50317}
[19:06:58.574] {A=-94.6678,B=-84.6678,C=-74.6678,D=-64.6678,E=-54.6678,F=-44.6678,G=-34.6678,H=-24.6678,I=-14.6678,J=-4.66782}
[19:06:58.584] {A=-92.4592,B=-82.4592,C=-72.4592,D=-62.4592,E=-52.4592,F=-42.4592,G=-32.4592,H=-22.4592,I=-12.4592,J=-2.45924}
[19:06:58.593] {A=-89.8861,B=-79.8861,C=-69.8861,D=-59.8861,E=-49.8861,F=-39.8861,G=-29.8861,H=-19.8861,I=-9.88614,J=0.113865}
[19:06:58.603] {A=-86.9587,B=-76.9587,C=-66.9587,D=-56.9587,E=-46.9587,F=-36.9587,G=-26.9587,H=-16.9587,I=-6.95865,J=3.04135}
[19:06:58.626] {A=-83.6883,B=-73.6883,C=-63.6883,D=-53.6883,E=-43.6883,F=-33.6883,G=-23.6883,H=-13.6883,I=-3.68833,J=6.31167}
[19:06:58.642] {A=-80.0881,B=-70.0881,C=-60.0881,D=-50.0881,E=-40.0881,F=-30.0881,G=-20.0881,H=-10.0881,I=-0.0880577,J=9.91194}
[19:06:58.644] {A=-76.172,B=-66.172,C=-56.172,D=-46.172,E=-36.172,F=-26.172,G=-16.172,H=-6.17204,I=3.82796,J=13.828}
[19:06:58.653] {A=-71.9557,B=-61.9557,C=-51.9557,D=-41.9557,E=-31.9557,F=-21.9557,G=-11.9557,H=-1.95571,I=8.04429,J=18.0443}
[19:06:58.662] {A=-67.4557,B=-57.4557,C=-47.4557,D=-37.4557,E=-27.4557,F=-17.4557,G=-7.45569,H=2.54431,I=12.5443,J=22.5443}
[19:06:58.669] {A=-62.6897,B=-52.6897,C=-42.6897,D=-32.6897,E=-22.6897,F=-12.6897,G=-2.68972,H=7.31028,I=17.3103,J=27.3103}
[19:06:58.676] {A=-57.6766,B=-47.6766,C=-37.6766,D=-27.6766,E=-17.6766,F=-7.6766,G=2.3234,H=12.3234,I=22.3234,J=32.3234}
[19:06:58.685] {A=-52.4361,B=-42.4361,C=-32.4361,D=-22.4361,E=-12.4361,F=-2.43608,G=7.56392,H=17.5639,I=27.5639,J=37.5639}
[19:06:58.696] {A=-46.9888,B=-36.9888,C=-26.9888,D=-16.9888,E=-6.98883,F=3.01117,G=13.0112,H=23.0112,I=33.0112,J=43.0112}
[19:06:58.708] {A=-41.3563,B=-31.3563,C=-21.3563,D=-11.3563,E=-1.35633,F=8.64367,G=18.6437,H=28.6437,I=38.6437,J=48.6437}
[19:06:58.724] {A=-35.5608,B=-25.5608,C=-15.5608,D=-5.56078,E=4.43922,F=14.4392,G=24.4392,H=34.4392,I=44.4392,J=54.4392}
[19:06:58.731] {A=-29.625,B=-19.625,C=-9.62503,D=0.374973,E=10.375,F=20.375,G=30.375,H=40.375,I=50.375,J=60.375}
[19:06:58.733] {A=-23.5725,B=-13.5725,C=-3.57248,D=6.42752,E=16.4275,F=26.4275,G=36.4275,H=46.4275,I=56.4275,J=66.4275}
[19:06:58.743] {A=-17.427,B=-7.42699,C=2.57301,D=12.573,E=22.573,F=32.573,G=42.573,H=52.573,I=62.573,J=72.573}
[19:06:58.754] {A=-11.2128,B=-1.2128,C=8.7872,D=18.7872,E=28.7872,F=38.7872,G=48.7872,H=58.7872,I=68.7872,J=78.7872}
[19:06:58.770] {A=-4.9544,B=5.0456,C=15.0456,D=25.0456,E=35.0456,F=45.0456,G=55.0456,H=65.0456,I=75.0456,J=85.0456}
[19:06:58.780] {A=1.32353,B=11.3235,C=21.3235,D=31.3235,E=41.3235,F=51.3235,G=61.3235,H=71.3235,I=81.3235,J=91.3235}
[19:06:58.792] {A=7.59625,B=17.5962,C=27.5962,D=37.5962,E=47.5962,F=57.5962,G=67.5962,H=77.5962,I=87.5962,J=97.5962}
[19:06:58.796] {A=13.839,B=23.839,C=33.839,D=43.839,E=53.839,F=63.839,G=73.839,H=83.839,I=93.839,J=103.839}
[19:06:58.804] {A=20.0272,B=30.0272,C=40.0272,D=50.0272,E=60.0272,F=70.0272,G=80.0272,H=90.0272,I=100.027,J=110.027}
[19:06:58.824] {A=26.1365,B=36.1365,C=46.1365,D=56.1365,E=66.1365,F=76.1365,G=86.1365,H=96.1365,I=106.136,J=116.136}
[19:06:58.826] {A=32.1427,B=42.1427,C=52.1427,D=62.1427,E=72.1427,F=82.1427,G=92.1427,H=102.143,I=112.143,J=122.143}
[19:06:58.833] {A=38.0221,B=48.0221,C=58.0221,D=68.0221,E=78.0221,F=88.0221,G=98.0221,H=108.022,I=118.022,J=128.022}
[19:06:58.843] {A=43.7517,B=53.7517,C=63.7517,D=73.7517,E=83.7517,F=93.7517,G=103.752,H=113.752,I=123.752,J=133.752}
[19:06:58.858] {A=49.3088,B=59.3088,C=69.3088,D=79.3088,E=89.3088,F=99.3088,G=109.309,H=119.309,I=129.309,J=139.309}
[19:06:58.865] {A=54.6715,B=64.6715,C=74.6715,D=84.6715,E=94.6715,F=104.671,G=114.671,H=124.671,I=134.671,J=144.671}
[19:06:58.885] {A=59.8186,B=69.8186,C=79.8186,D=89.8186,E=99.8186,F=109.819,G=119.819,H=129.819,I=139.819,J=149.819}
[19:06:58.887] {A=64.7299,B=74.7299,C=84.7299,D=94.7299,E=104.73,F=114.73,G=124.73,H=134.73,I=144.73,J=154.73}
[19:06:58.896] {A=69.386,B=79.386,C=89.386,D=99.386,E=109.386,F=119.386,G=129.386,H=139.386,I=149.386,J=159.386}
[19:06:58.909] {A=73.7685,B=83.7685,C=93.7685,D=103.769,E=113.769,F=123.769,G=133.769,H=143.769,I=153.769,J=163.769}
[19:06:58.919] {A=77.8603,B=87.8603,C=97.8603,D=107.86,E=117.86,F=127.86,G=137.86,H=147.86,I=157.86,J=167.86}
[19:06:58.932] {A=81.645,B=91.645,C=101.645,D=111.645,E=121.645,F=131.645,G=141.645,H=151.645,I=161.645,J=171.645}
[19:06:58.937] {A=85.1078,B=95.1078,C=105.108,D=115.108,E=125.108,F=135.108,G=145.108,H=155.108,I=165.108,J=175.108}
[19:06:58.944] {A=88.2351,B=98.2351,C=108.235,D=118.235,E=128.235,F=138.235,G=148.235,H=158.235,I=168.235,J=178.235}
[19:06:58.961] {A=91.0146,B=101.015,C=111.015,D=121.015,E=131.015,F=141.015,G=151.015,H=161.015,I=171.015,J=181.015}
[19:06:58.977] {A=93.4352,B=103.435,C=113.435,D=123.435,E=133.435,F=143.435,G=153.435,H=163.435,I=173.435,J=183.435}
[19:06:58.979] {A=95.4874,B=105.487,C=115.487,D=125.487,E=135.487,F=145.487,G=155.487,H=165.487,I=175.487,J=185.487}
[19:06:58.985] {A=97.1632,B=107.163,C=117.163,D=127.163,E=137.163,F=147.163,G=157.163,H=167.163,I=177.163,J=187.163}
[19:06:58.995] {A=98.4559,B=108.456,C=118.456,D=128.456,E=138.456,F=148.456,G=158.456,H=168.456,I=178.456,J=188.456}
[19:06:59.018] {A=99.3604,B=109.36,C=119.36,D=129.36,E=139.36,F=149.36,G=159.36,H=169.36,I=179.36,J=189.36}
[19:06:59.021] {A=99.8732,B=109.873,C=119.873,D=129.873,E=139.873,F=149.873,G=159.873,H=169.873,I=179.873,J=189.873}
[19:06:59.032] {A=99.9923,B=109.992,C=119.992,D=129.992,E=139.992,F=149.992,G=159.992,H=169.992,I=179.992,J=189.992}
[19:06:59.035] {A=99.7171,B=109.717,C=119.717,D=129.717,E=139.717,F=149.717,G=159.717,H=169.717,I=179.717,J=189.717}
[19:06:59.046] {A=99.0488,B=109.049,C=119.049,D=129.049,E=139.049,F=149.049,G=159.049,H=169.049,I=179.049,J=189.049}
[19:06:59.053] {A=97.9899,B=107.99,C=117.99,D=127.99,E=137.99,F=147.99,G=157.99,H=167.99,I=177.99,J=187.99}
[19:06:59.065] {A=96.5448,B=106.545,C=116.545,D=126.545,E=136.545,F=146.545,G=156.545,H=166.545,I=176.545,J=186.545}
[19:06:59.076] {A=94.719,B=104.719,C=114.719,D=124.719,E=134.719,F=144.719,G=154.719,H=164.719,I=174.719,J=184.719}
[19:06:59.088] {A=92.5198,B=102.52,C=112.52,D=122.52,E=132.52,F=142.52,G=152.52,H=162.52,I=172.52,J=182.52}
[19:06:59.098] {A=89.9558,B=99.9558,C=109.956,D=119.956,E=129.956,F=139.956,G=149.956,H=159.956,I=169.956,J=179.956}
[19:06:59.110] {A=87.0372,B=97.0372,C=107.037,D=117.037,E=127.037,F=137.037,G=147.037,H=157.037,I=167.037,J=177.037}
[19:06:59.118] {A=83.7754,B=93.7754,C=103.775,D=113.775,E=123.775,F=133.775,G=143.775,H=153.775,I=163.775,J=173.775}
[19:06:59.131] {A=80.1833,B=90.1833,C=100.183,D=110.183,E=120.183,F=130.183,G=140.183,H=150.183,I=160.183,J=170.183}
[19:06:59.142] {A=76.2751,B=86.2751,C=96.2751,D=106.275,E=116.275,F=126.275,G=136.275,H=146.275,I=156.275,J=166.275}
[19:06:59.149] {A=72.0662,B=82.0662,C=92.0662,D=102.066,E=112.066,F=122.066,G=132.066,H=142.066,I=152.066,J=162.066}
[19:06:59.154] {A=67.5732,B=77.5732,C=87.5732,D=97.5732,E=107.573,F=117.573,G=127.573,H=137.573,I=147.573,J=157.573}
[19:06:59.164] {A=62.8137,B=72.8137,C=82.8137,D=92.8137,E=102.814,F=112.814,G=122.814,H=132.814,I=142.814,J=152.814}
[19:06:59.177] {A=57.8066,B=67.8066,C=77.8066,D=87.8066,E=97.8066,F=107.807,G=117.807,H=127.807,I=137.807,J=147.807}
[19:06:59.191] {A=52.5716,B=62.5716,C=72.5716,D=82.5716,E=92.5716,F=102.572,G=112.572,H=122.572,I=132.572,J=142.572}
[19:06:59.199] {A=47.1294,B=57.1294,C=67.1294,D=77.1294,E=87.1294,F=97.1294,G=107.129,H=117.129,I=127.129,J=137.129}
[19:06:59.208] {A=41.5013,B=51.5013,C=61.5013,D=71.5013,E=81.5013,F=91.5013,G=101.501,H=111.501,I=121.501,J=131.501}
[19:06:59.219] {A=35.7096,B=45.7096,C=55.7096,D=65.7096,E=75.7096,F=85.7096,G=95.7096,H=105.71,I=115.71,J=125.71}
[19:06:59.231] {A=29.7771,B=39.7771,C=49.7771,D=59.7771,E=69.7771,F=79.7771,G=89.7771,H=99.7771,I=109.777,J=119.777}
[19:06:59.236] {A=23.7272,B=33.7272,C=43.7272,D=53.7272,E=63.7272,F=73.7272,G=83.7272,H=93.7272,I=103.727,J=113.727}
[19:06:59.253] {A=17.5838,B=27.5838,C=37.5838,D=47.5838,E=57.5838,F=67.5838,G=77.5838,H=87.5838,I=97.5838,J=107.584}
[19:06:59.261] {A=11.371,B=21.371,C=31.371,D=41.371,E=51.371,F=61.371,G=71.371,H=81.371,I=91.371,J=101.371}
[19:06:59.268] {A=5.11346,B=15.1135,C=25.1135,D=35.1135,E=45.1135,F=55.1135,G=65.1135,H=75.1135,I=85.1135,J=95.1135}
[19:06:59.282] {A=-1.16428,B=8.83572,C=18.8357,D=28.8357,E=38.8357,F=48.8357,G=58.8357,H=68.8357,I=78.8357,J=88.8357}
[19:06:59.288] {A=-7.43743,B=2.56257,C=12.5626,D=22.5626,E=32.5626,F=42.5626,G=52.5626,H=62.5626,I=72.5626,J=82.5626}
[19:06:59.304] {A=-13.6813,B=-3.68126,C=6.31874,D=16.3187,E=26.3187,F=36.3187,G=46.3187,H=56.3187,I=66.3187,J=76.3187}
[19:06:59.308] {A=-19.8712,B=-9.87115,C=0.128847,D=10.1288,E=20.1288,F=30.1288,G=40.1288,H=50.1288,I=60.1288,J=70.1288}
[19:06:59.320] {A=-25.9827,B=-15.9827,C=-5.9827,D=4.0173,E=14.0173,F=24.0173,G=34.0173,H=44.0173,I=54.0173,J=64.0173}
[19:06:59.330] {A=-31.9918,B=-21.9918,C=-11.9918,D=-1.99181,E=8.00819,F=18.0082,G=28.0082,H=38.0082,I=48.0082,J=58.0082}
[19:06:59.339] {A=-37.8748,B=-27.8748,C=-17.8748,D=-7.87479,E=2.12521,F=12.1252,G=22.1252,H=32.1252,I=42.1252,J=52.1252}
[19:06:59.350] {A=-43.6085,B=-33.6085,C=-23.6085,D=-13.6085,E=-3.60845,F=6.39155,G=16.3915,H=26.3915,I=36.3915,J=46.3915}
[19:06:59.361] {A=-49.1702,B=-39.1702,C=-29.1702,D=-19.1702,E=-9.17018,F=0.829819,G=10.8298,H=20.8298,I=30.8298,J=40.8298}
[19:06:59.369] {A=-54.5381,B=-44.5381,C=-34.5381,D=-24.5381,E=-14.5381,F=-4.53805,G=5.46195,H=15.4619,I=25.4619,J=35.4619}
[19:06:59.381] {A=-59.6909,B=-49.6909,C=-39.6909,D=-29.6909,E=-19.6909,F=-9.69091,G=0.30909,H=10.3091,I=20.3091,J=30.3091}
[19:06:59.393] {A=-64.6084,B=-54.6084,C=-44.6084,D=-34.6084,E=-24.6084,F=-14.6084,G=-4.60843,H=5.39157,I=15.3916,J=25.3916}
[19:06:59.399] {A=-69.2712,B=-59.2712,C=-49.2712,D=-39.2712,E=-29.2712,F=-19.2712,G=-9.27123,H=0.728768,I=10.7288,J=20.7288}
[19:06:59.404] {A=-73.6609,B=-63.6609,C=-53.6609,D=-43.6609,E=-33.6609,F=-23.6609,G=-13.6609,H=-3.66093,I=6.33907,J=16.3391}
[19:06:59.422] {A=-77.7602,B=-67.7602,C=-57.7602,D=-47.7602,E=-37.7602,F=-27.7602,G=-17.7602,H=-7.76021,I=2.23979,J=12.2398}
[19:06:59.430] {A=-81.5529,B=-71.5529,C=-61.5529,D=-51.5529,E=-41.5529,F=-31.5529,G=-21.5529,H=-11.5529,I=-1.55292,J=8.44708}
[19:06:59.436] {A=-85.0241,B=-75.0241,C=-65.0241,D=-55.0241,E=-45.0241,F=-35.0241,G=-25.0241,H=-15.0241,I=-5.02411,J=4.97589}
[19:06:59.451] {A=-88.1601,B=-78.1601,C=-68.1601,D=-58.1601,E=-48.1601,F=-38.1601,G=-28.1601,H=-18.1601,I=-8.16008,J=1.83992}
[19:06:59.458] {A=-90.9485,B=-80.9485,C=-70.9485,D=-60.9485,E=-50.9485,F=-40.9485,G=-30.9485,H=-20.9485,I=-10.9485,J=-0.948477}
[19:06:59.470] {A=-93.3783,B=-83.3783,C=-73.3783,D=-63.3783,E=-53.3783,F=-43.3783,G=-33.3783,H=-23.3783,I=-13.3783,J=-3.37831}
[19:06:59.487] {A=-95.44,B=-85.44,C=-75.44,D=-65.44,E=-55.44,F=-45.44,G=-35.44,H=-25.44,I=-15.44,J=-5.43999}
[19:06:59.489] {A=-97.1254,B=-87.1254,C=-77.1254,D=-67.1254,E=-57.1254,F=-47.1254,G=-37.1254,H=-27.1254,I=-17.1254,J=-7.12539}
[19:06:59.499] {A=-98.4279,B=-88.4279,C=-78.4279,D=-68.4279,E=-58.4279,F=-48.4279,G=-38.4279,H=-28.4279,I=-18.4279,J=-8.42788}
[19:06:59.507] {A=-99.3423,B=-89.3423,C=-79.3423,D=-69.3423,E=-59.3423,F=-49.3423,G=-39.3423,H=-29.3423,I=-19.3423,J=-9.34231}
[19:06:59.516] {A=-99.8651,B=-89.8651,C=-79.8651,D=-69.8651,E=-59.8651,F=-49.8651,G=-39.8651,H=-29.8651,I=-19.8651,J=-9.86507}
[19:06:59.525] {A=-99.9941,B=-89.9941,C=-79.9941,D=-69.9941,E=-59.9941,F=-49.9941,G=-39.9941,H=-29.9941,I=-19.9941,J=-9.99412}
[19:06:59.537] {A=-99.7289,B=-89.7289,C=-79.7289,D=-69.7289,E=-59.7289,F=-49.7289,G=-39.7289,H=-29.7289,I=-19.7289,J=-9.72893}
[19:06:59.546] {A=-99.0706,B=-89.0706,C=-79.0706,D=-69.0706,E=-59.0706,F=-49.0706,G=-39.0706,H=-29.0706,I=-19.0706,J=-9.07056}
[19:06:59.555] {A=-98.0216,B=-88.0216,C=-78.0216,D=-68.0216,E=-58.0216,F=-48.0216,G=-38.0216,H=-28.0216,I=-18.0216,J=-8.0216}
[19:06:59.566] {A=-96.5862,B=-86.5862,C=-76.5862,D=-66.5862,E=-56.5862,F=-46.5862,G=-36.5862,H=-26.5862,I=-16.5862,J=-6.58618}
[19:06:59.574] {A=-94.77,B=-84.77,C=-74.77,D=-64.77,E=-54.77,F=-44.77,G=-34.77,H=-24.77,I=-14.77,J=-4.76997}
[19:06:59.586] {A=-92.5801,B=-82.5801,C=-72.5801,D=-62.5801,E=-52.5801,F=-42.5801,G=-32.5801,H=-22.5801,I=-12.5801,J=-2.58012}
[19:06:59.598] {A=-90.0253,B=-80.0253,C=-70.0253,D=-60.0253,E=-50.0253,F=-40.0253,G=-30.0253,H=-20.0253,I=-10.0253,J=-0.0252699}
[19:06:59.607] {A=-87.1155,B=-77.1155,C=-67.1155,D=-57.1155,E=-47.1155,F=-37.1155,G=-27.1155,H=-17.1155,I=-7.11549,J=2.88451}
[19:06:59.616] {A=-83.8623,B=-73.8623,C=-63.8623,D=-53.8623,E=-43.8623,F=-33.8623,G=-23.8623,H=-13.8623,I=-3.86226,J=6.13774}
[19:06:59.629] {A=-80.2784,B=-70.2784,C=-60.2784,D=-50.2784,E=-40.2784,F=-30.2784,G=-20.2784,H=-10.2784,I=-0.278395,J=9.72161}
[19:06:59.641] {A=-76.378,B=-66.378,C=-56.378,D=-46.378,E=-36.378,F=-26.378,G=-16.378,H=-6.37803,I=3.62197,J=13.622}
